latitude,longitude,obser,Ndvi,Temp,RF,pop,lulc,aspect,slope,dem
0.00000000000,0.00000000000,0,139,19.93240000000,358,123.00000000000,5,129.71900000000,34.52740000000,1195
12.87540224420,75.66114862130,1,108,21.55080000000,336,134.00000000000,1,200.77200000000,14.17180000000,977
12.80107026230,75.63848032900,1,104,23.16490000000,320,134.00000000000,1,309.28900000000,27.50600000000,949
0.00000000000,0.00000000000,0,-9999,-9999.00000000000,-9999,-9999.00000000000,-9999,-9999.00000000000,-9999.00000000000,-9999
12.53423064970,75.29054371280,1,141,-9999.00000000000,-9999,475.00000000000,5,152.74500000000,8.59298000000,286
0.00000000000,0.00000000000,0,70,19.79110000000,382,109.00000000000,1,26.56510000000,10.31760000000,889
0.00000000000,0.00000000000,0,250,-9999.00000000000,-9999,141.00000000000,12,302.90500000000,4.71199000000,580
0.00000000000,0.00000000000,0,-9999,-9999.00000000000,-9999,117.00000000000,-9999,225.00000000000,0.32984000000,659
11.94614350130,75.84619251550,1,143,-9999.00000000000,-9999,246.00000000000,1,158.80600000000,12.07550000000,379
0.00000000000,0.00000000000,0,128,-9999.00000000000,-9999,563.00000000000,-9999,68.83870000000,15.14340000000,310
0.00000000000,0.00000000000,0,136,19.84390000000,52,111.00000000000,1,129.42800000000,25.37510000000,956
0.00000000000,0.00000000000,0,149,20.18620000000,262,237.00000000000,5,67.61990000000,4.27998000000,883
0.00000000000,0.00000000000,0,123,13.20820000000,131,205.00000000000,5,333.16600000000,21.19460000000,1595
0.00000000000,0.00000000000,0,146,24.71160000000,230,616.00000000000,5,216.46900000000,6.64077000000,41
0.00000000000,0.00000000000,0,138,20.73900000000,190,260.00000000000,20,160.46300000000,7.62660000000,773
0.00000000000,0.00000000000,0,124,20.97670000000,215,381.00000000000,1,209.05500000000,14.11510000000,1077
10.36130647220,77.53614016670,1,80,22.59380000000,62,105.00000000000,5,307.87500000000,17.99860000000,792
0.00000000000,0.00000000000,0,93,15.72700000000,173,132.00000000000,5,334.17900000000,29.28170000000,2067
10.24631940220,76.70798404810,1,65,22.31790000000,232,122.00000000000,20,-1.00000000000,0.00000000000,156
10.16346319400,76.67256541910,1,151,24.78570000000,268,196.00000000000,1,307.23500000000,7.28421000000,76
10.16908816810,76.76980913970,1,157,24.18620000000,249,122.00000000000,5,355.81500000000,18.50490000000,62
10.17582777780,78.12376666670,1,126,-9999.00000000000,-9999,242.00000000000,32,302.61900000000,13.58510000000,353
10.18412447980,76.66580035730,1,151,24.78570000000,268,196.00000000000,8,14.93140000000,7.20335000000,135
10.12459739610,76.68543236960,1,143,24.78570000000,268,421.00000000000,1,182.49000000000,5.35382000000,67
10.12708762610,76.68141066510,1,143,24.78570000000,268,421.00000000000,1,164.42700000000,14.45480000000,99
10.12832049190,76.67775022880,1,152,24.78570000000,268,619.00000000000,1,251.56500000000,11.63810000000,80
10.12978686780,76.68709163090,1,146,24.78570000000,268,421.00000000000,1,233.74600000000,4.33015000000,44
10.12979565490,76.68711807580,1,146,24.78570000000,268,421.00000000000,1,233.74600000000,4.33015000000,44
10.12981250000,76.68706250000,1,146,24.78570000000,268,421.00000000000,1,233.74600000000,4.33015000000,44
10.10398030000,76.70046050000,1,151,24.18620000000,249,421.00000000000,1,123.69000000000,5.03265000000,43
10.10398000000,76.70046000000,1,151,24.18620000000,249,421.00000000000,1,123.69000000000,5.03265000000,43
10.10398030000,76.70046050000,1,151,24.18620000000,249,421.00000000000,1,123.69000000000,5.03265000000,43
10.09725210000,76.71405680000,1,146,24.18620000000,249,421.00000000000,1,1.97493000000,6.73660000000,37
10.10360393830,76.61131716380,1,150,24.78570000000,268,562.00000000000,8,104.03600000000,1.92258000000,33
10.10910807230,76.76779949610,1,155,24.18620000000,249,212.00000000000,1,98.13010000000,11.39200000000,68
10.09796609620,76.64705313470,1,139,24.78570000000,268,619.00000000000,1,81.86990000000,1.64876000000,31
10.10398030000,76.70046050000,1,151,24.18620000000,249,421.00000000000,1,123.69000000000,5.03265000000,43
10.07059314480,76.74928382480,1,150,24.18620000000,249,574.00000000000,1,180.00000000000,5.57992000000,53
10.06294305440,76.76379907570,1,147,24.18620000000,249,574.00000000000,5,29.35780000000,8.50031000000,51
10.05460601550,76.60803865070,1,125,24.78570000000,268,679.00000000000,5,54.09030000000,8.29257000000,34
10.03753607220,76.71077366400,1,148,24.18620000000,249,631.00000000000,1,45.00000000000,1.31914000000,38
10.01386008340,76.63805678460,1,150,24.73850000000,276,715.00000000000,8,123.69000000000,5.03265000000,47
10.00110719030,76.76138733070,1,149,24.66720000000,261,345.00000000000,5,177.51000000000,5.35382000000,46
0.00000000000,0.00000000000,0,132,24.46650000000,73,542.00000000000,32,90.00000000000,2.33106000000,325
0.00000000000,0.00000000000,0,119,23.48510000000,77,268.00000000000,33,210.96400000000,1.35972000000,235
9.66101897720,76.89343545000,1,146,22.36670000000,226,407.00000000000,33,158.62900000000,11.36930000000,949
0.00000000000,0.00000000000,0,133,20.37360000000,142,421.00000000000,5,20.32310000000,13.19250000000,567
0.00000000000,0.00000000000,0,155,21.44000000000,168,280.00000000000,1,290.09500000000,19.56700000000,624
0.00000000000,0.00000000000,0,157,24.61570000000,188,357.00000000000,5,355.36500000000,8.59298000000,156
0.00000000000,0.00000000000,0,-9999,24.66080000000,173,-9999.00000000000,-9999,-9999.00000000000,-9999.00000000000,-9999
0.00000000000,0.00000000000,0,119,21.61630000000,140,307.00000000000,9,315.00000000000,0.65965700000,75
0.00000000000,0.00000000000,0,136,-9999.00000000000,-9999,-9999.00000000000,-9999,-9999.00000000000,-9999.00000000000,-9999
